code,term,dmd_id,dmd_type,uom
320574006,VMP previous to 35912811000001103,320574006,VMP,dose
320580003,VMP previous to 36059911000001104,320580003,VMP,actuation
320582006,VMP previous to 36059411000001107,320582006,VMP,actuation
320587000,VMP previous to 36059211000001108,320587000,VMP,actuation
320588005,VMP previous to 36059511000001106,320588005,VMP,actuation
320599007,VMP previous to 36059711000001101,320599007,VMP,actuation
320602002,VMP previous to 38897911000001106,320602002,VMP,dose
320603007,VMP previous to 38897811000001101,320603007,VMP,dose
320604001,VMP previous to 36565411000001101,320604001,VMP,dose
320605000,VMP previous to 38897711000001109,320605000,VMP,dose
320614005,VMP previous to 39111211000001103,320614005,VMP,dose
320615006,VMP previous to 39111411000001104,320615006,VMP,dose
320618008,VMP previous to 39110911000001100,320618008,VMP,dose
320630002,VMP previous to 35909411000001108,320630002,VMP,dose
320631003,VMP previous to 35908011000001109,320631003,VMP,dose
320632005,VMP previous to 35908711000001106,320632005,VMP,dose
320644008,VMP previous to 39712711000001109,320644008,VMP,capsule
320646005,VMP previous to 35926711000001101,320646005,VMP,dose
3497211000001109,VMP previous to 9478911000001107,3497211000001109,VMP,capsule
3497311000001101,VMP previous to 9479011000001103,3497311000001101,VMP,capsule
35894111000001105,VMP previous to 38893611000001108,35894111000001105,VMP,dose
35912311000001107,VMP previous to 38896811000001103,35912311000001107,VMP,dose
4053811000001101,VMP previous to 38895411000001109,4053811000001101,VMP,dose
4053911000001106,VMP previous to 38895611000001107,4053911000001106,VMP,dose
407769008,VMP previous to 35909111000001103,407769008,VMP,dose
407770009,VMP previous to 35908411000001100,407770009,VMP,dose
408013007,VMP previous to 38895611000001107,408013007,VMP,dose
408026006,VMP previous to 38895411000001109,408026006,VMP,dose
408061000,VMP previous to 35909611000001106,408061000,VMP,dose
408062007,VMP previous to 35909311000001101,408062007,VMP,dose
408063002,VMP previous to 35908111000001105,408063002,VMP,dose
408064008,VMP previous to 35907911000001107,408064008,VMP,dose
414538008,VMP previous to 38894511000001107,414538008,VMP,dose
703924000,VMP previous to 38893611000001108,703924000,VMP,dose
7393811000001101,VMP previous to 38894511000001107,7393811000001101,VMP,dose
